,id,model,participant,prompt,target,predicted,src,split,question,response,response_num
850,betal18_box-98b8,SemDis_glove_nf_m,betal182151,box,1.0,1.17264,betal18,gt_main2,What is a surprising use for a BOX?,food storage,
851,motesf_spoon-cf01,SemDis_glove_nf_m,motesfef0d,spoon,3.0,1.06986,motesf,gt_main2,What is a surprising use for a SPOON?,I can use the back of a spoon to stab something like a computer,2
852,dod20_bottle-2447,SemDis_glove_nf_m,dod2040,bottle,3.0,0.8028,dod20,gt_main2,What is a surprising use for a BOTTLE?,use as flower pot,5
853,motesf_lightbulb-799f,SemDis_glove_nf_m,motesf35f4,lightbulb,3.9,0.9359,motesf,gt_main2,What is a surprising use for a LIGHT BULB?,it can be used as a bookmaker,8
854,setal08_knife-05db,SemDis_glove_nf_m,setal0813,knife,2.0,1.20966,setal08,gt_main2,What is a surprising use for a KNIFE?,open a door,2.0
855,motesf_bottle-f8cd,SemDis_glove_nf_m,motesf8c19,bottle,2.7,1.22808,motesf,gt_main2,What is a surprising use for a BOTTLE?,target practice,5
856,motesf_hat-39f8,SemDis_glove_nf_m,motesf6faa,hat,4.4,0.90524,motesf,gt_main2,What is a surprising use for a HAT?,to transform it into a foot spa,4
857,hmsl_paperclip-2daf,SemDis_glove_nf_m,hmslK883nL64,paperclip,2.5,1.1004,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,x-mas orniment hook ,4.0
858,snb17_rope-dd7f,SemDis_glove_nf_m,snb17121,rope,1.3,0.91751,snb17,gt_main2,What is a surprising use for a ROPE?,make it into a lasso,
859,motesf_spoon-6e2a,SemDis_glove_nf_m,motesf2723,spoon,2.8,1.02523,motesf,gt_main2,What is a surprising use for a SPOON?,a cannon,6
860,snbmo09_knife-4609,SemDis_glove_nf_m,snbmo0911,knife,2.2,1.20089,snbmo09,gt_main2,What is a surprising use for a KNIFE?,to draw and write in dirt/sand,1
861,setal08_brick-ee1a,SemDis_glove_nf_m,setal08218,brick,2.3,0.81836,setal08,gt_main2,What is a surprising use for a BRICK?,something to use for writing on a chalk board,8.0
862,motesf_spoon-aa51,SemDis_glove_nf_m,motesfcb70,spoon,2.7,1.02559,motesf,gt_main2,What is a surprising use for a SPOON?,to launch things,1
863,betal18_rope-5160,SemDis_glove_nf_m,betal182162,rope,1.6,1.08002,betal18,gt_main2,What is a surprising use for a ROPE?,light decor,
864,motesf_sock-9d91,SemDis_glove_nf_m,motesf072b,sock,3.6,1.02178,motesf,gt_main2,What is a surprising use for a SOCK?,making little snowmen,4
865,snbmo09_brick-7aeb,SemDis_glove_nf_m,snbmo0992,brick,1.7000000000000002,1.04037,snbmo09,gt_main2,What is a surprising use for a BRICK?,arm weight,3
866,hmsl_paperclip-93ba,SemDis_glove_nf_m,hmslc62vD57c,paperclip,1.3,0.5625800000000001,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,To clip plastic together,10.0
867,hmsl_paperclip-6496,SemDis_glove_nf_m,hmsleuaMDyU7,paperclip,2.0,0.5122,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,tie clip,4.0
868,dod20_tire-50a7,SemDis_glove_nf_m,dod2025,tire,1.8,0.89054,dod20,gt_main2,What is a surprising use for a TIRE?,to make toy cars,4
869,motesf_toothbrush-7b4e,SemDis_glove_nf_m,motesfa597,toothbrush,2.7,1.05167,motesf,gt_main2,What is a surprising use for a TOOTHBRUSH?,A surprising use for a toothbrush is u could use a toothbrush as a comb,2
870,motesf_toothbrush-c498,SemDis_glove_nf_m,motesfc058,toothbrush,2.7,0.97759,motesf,gt_main2,What is a surprising use for a TOOTHBRUSH?,use it to brush a hamster or other small mammal,4
871,motesf_lightbulb-ac83,SemDis_glove_nf_m,motesfb1a5,lightbulb,3.6,0.99664,motesf,gt_main2,What is a surprising use for a LIGHT BULB?,you can make it into a bee,2
872,dod20_bottle-1797,SemDis_glove_nf_m,dod2080,bottle,1.0,0.7134199999999999,dod20,gt_main2,What is a surprising use for a BOTTLE?,put a m,4
873,motesf_sock-795c,SemDis_glove_nf_m,motesfa666,sock,3.6,1.00737,motesf,gt_main2,What is a surprising use for a SOCK?,a prank object to get brother to wake up!,7
874,dod20_pants-298b,SemDis_glove_nf_m,dod203,pants,2.2,0.74964,dod20,gt_main2,What is a surprising use for PANTS?,a mop,1
875,setal08_knife-6760,SemDis_glove_nf_m,setal08148,knife,1.0,0.97007,setal08,gt_main2,What is a surprising use for a KNIFE?,scrape up gum,5.0
876,setal08_brick-63e6,SemDis_glove_nf_m,setal08196,brick,1.7000000000000002,1.03198,setal08,gt_main2,What is a surprising use for a BRICK?,a table leg,4.0
877,setal08_knife-5551,SemDis_glove_nf_m,setal08110,knife,1.7000000000000002,1.01097,setal08,gt_main2,What is a surprising use for a KNIFE?,shave (females),2.0
878,setal08_knife-4096,SemDis_glove_nf_m,setal08183,knife,1.7000000000000002,0.80447,setal08,gt_main2,What is a surprising use for a KNIFE?,"instead of stabbing someone, just hit with the back of the blade",3.0
879,dod20_fork-11f6,SemDis_glove_nf_m,dod2071,fork,2.8,1.03202,dod20,gt_main2,What is a surprising use for a FORK?,dig in the dirt,2
880,hmsl_paperclip-f45d,SemDis_glove_nf_m,hmsl3qx6PWXs,paperclip,1.8,0.4750999999999999,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,hang things from them,6.0
881,setal08_brick-c29b,SemDis_glove_nf_m,setal08213,brick,2.0,1.16161,setal08,gt_main2,What is a surprising use for a BRICK?,to crush someone with,9.0
882,dod20_fork-ab64,SemDis_glove_nf_m,dod2066,fork,2.8,1.01116,dod20,gt_main2,What is a surprising use for a FORK?,to plow dirt with,0
883,snbmo09_box-0799,SemDis_glove_nf_m,snbmo09158,box,3.3,1.22227,snbmo09,gt_main2,What is a surprising use for a BOX?,"give it wings, a hole in it, and fly around with it because it's an airplane",2
884,motesf_pencil-8d1d,SemDis_glove_nf_m,motesff718,pencil,2.1,0.97098,motesf,gt_main2,What is a surprising use for a PENCIL?,to break,8
885,betal18_rope-bc6a,SemDis_glove_nf_m,betal182181,rope,3.6,1.00224,betal18,gt_main2,What is a surprising use for a ROPE?,mechanical tendon,
886,hmsl_paperclip-2655,SemDis_glove_nf_m,hmslD9ZeYC3r,paperclip,2.0,0.95646,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,a bookmark,8.0
887,betal18_box-1abf,SemDis_glove_nf_m,betal182157,box,1.3,0.8556,betal18,gt_main2,What is a surprising use for a BOX?,step,
888,dod20_table-5f03,SemDis_glove_nf_m,dod2013,table,1.5,0.8230500000000001,dod20,gt_main2,What is a surprising use for a TABLE?,write on it,8
889,dod20_fork-9d0c,SemDis_glove_nf_m,dod2084,fork,2.7,0.94512,dod20,gt_main2,What is a surprising use for a FORK?,use to pry something open,1
890,snbmo09_brick-826f,SemDis_glove_nf_m,snbmo0933,brick,1.7000000000000002,0.7915,snbmo09,gt_main2,What is a surprising use for a BRICK?,destroy something by throwing it,6
891,motesf_lightbulb-be9e,SemDis_glove_nf_m,motesfc51c,lightbulb,2.4,0.89629,motesf,gt_main2,What is a surprising use for a LIGHT BULB?,paint a lightbulb on the lightbulb,7
892,hmsl_brick-285a,SemDis_glove_nf_m,hmsl4VzH60D1,brick,1.5,0.80951,hmsl,gt_main2,What is a surprising use for a BRICK?,use it to break a window,12.0
893,betal18_rope-f6af,SemDis_glove_nf_m,betal182099,rope,1.0,0.64956,betal18,gt_main2,What is a surprising use for a ROPE?,jump over it,
894,dod20_rope-93d4,SemDis_glove_nf_m,dod2054,rope,2.3,1.02758,dod20,gt_main2,What is a surprising use for a ROPE?,tying someone up,3
895,dod20_table-b0d9,SemDis_glove_nf_m,dod2015,table,2.5,1.30101,dod20,gt_main2,What is a surprising use for a TABLE?,use it to sit on,2
896,snb17_rope-ed20,SemDis_glove_nf_m,snb1783,rope,2.7,0.87156,snb17,gt_main2,What is a surprising use for a ROPE?,put an old book back together,
897,motesf_lightbulb-6f2b,SemDis_glove_nf_m,motesfd964,lightbulb,3.9,1.0749,motesf,gt_main2,What is a surprising use for a LIGHT BULB?,Make a lightbulb burst into pieces while it reconstructs itself back together.,1
898,snbmo09_box-4d53,SemDis_glove_nf_m,snbmo098,box,2.5,0.77023,snbmo09,gt_main2,What is a surprising use for a BOX?,to line them up and measure length,3
899,motesf_bottle-dc5e,SemDis_glove_nf_m,motesfad97,bottle,3.0,1.2031,motesf,gt_main2,What is a surprising use for a BOTTLE?,one surprising way to use a bottle is you can make a boat with it.,6
900,snb17_rope-8b82,SemDis_glove_nf_m,snb1768,rope,2.0,1.11498,snb17,gt_main2,What is a surprising use for a ROPE?,Ring Object,
901,betal18_box-03be,SemDis_glove_nf_m,betal182053,box,1.6,0.85837,betal18,gt_main2,What is a surprising use for a BOX?,Bus,
902,motesf_ball-f11d,SemDis_glove_nf_m,motesf03c6,ball,2.7,1.16052,motesf,gt_main2,What is a surprising use for a BALL?,put it on the roof,8
903,snbmo09_box-e884,SemDis_glove_nf_m,snbmo09197,box,1.8,1.01379,snbmo09,gt_main2,What is a surprising use for a BOX?,build forts,4
904,snb17_rope-4f03,SemDis_glove_nf_m,snb1721,rope,2.0,0.93603,snb17,gt_main2,What is a surprising use for a ROPE?,pull a tooth,
905,dod20_pants-85cd,SemDis_glove_nf_m,dod2041,pants,4.7,0.96608,dod20,gt_main2,What is a surprising use for PANTS?,to sturdy vines or small trees,3
906,snb17_box-b56c,SemDis_glove_nf_m,snb1764,box,2.0,0.87914,snb17,gt_main2,What is a surprising use for a BOX?,Open the flaps of the Cut them off and then you have a car,
907,bs12_brick-b473,SemDis_glove_nf_m,bs1224,brick,1.4,0.99951,bs12,gt_main2,What is a surprising use for a BRICK?,resource,
908,hmsl_paperclip-df47,SemDis_glove_nf_m,hmsl6xuQ1Z9X,paperclip,1.0,1.53973,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,holding paper together ,1.0
909,dod20_bottle-4268,SemDis_glove_nf_m,dod2090,bottle,1.0,1.17168,dod20,gt_main2,What is a surprising use for a BOTTLE?,transport liquids,3
910,dod20_brick-3df1,SemDis_glove_nf_m,dod2092,brick,2.5,0.85633,dod20,gt_main2,What is a surprising use for a BRICK?,make a firepit,4
911,hmsl_brick-1372,SemDis_glove_nf_m,hmslaKRPi4oZ,brick,2.5,0.80703,hmsl,gt_main2,What is a surprising use for a BRICK?,TO STAND ON IN ORDER TO SEE OVER SOME,8.0
912,setal08_knife-eee3,SemDis_glove_nf_m,setal0882,knife,1.3,0.98155,setal08,gt_main2,What is a surprising use for a KNIFE?,sharpen a knife,6.0
913,snb17_rope-ebad,SemDis_glove_nf_m,snb1722,rope,1.3,0.71799,snb17,gt_main2,What is a surprising use for a ROPE?,a braid,
914,motesp-g1_lightbulb-1RG,SemDis_glove_nf_m,1RG,lightbulb,3.2,1.07852,motesp,gt_main2,What is a surprising use for a LIGHT BULB?,"A clear glass cup for water or anything really! You would take the light bulb, saw off the top and get rid of the inside of the light bulb itself.",
915,motesf_bottle-e41d,SemDis_glove_nf_m,motesf8dd4,bottle,3.0,0.95375,motesf,gt_main2,What is a surprising use for a BOTTLE?,a bank,5
916,dod20_table-076a,SemDis_glove_nf_m,dod2067,table,2.0,0.78641,dod20,gt_main2,What is a surprising use for a TABLE?,decor,2
917,motesf_sock-911b,SemDis_glove_nf_m,motesfad13,sock,2.7,0.97561,motesf,gt_main2,What is a surprising use for a SOCK?,draw eyes put them in your hand and you made a puppet.,4
918,hmsl_brick-9819,SemDis_glove_nf_m,hmsly8a88PFJ,brick,1.5,1.13227,hmsl,gt_main2,What is a surprising use for a BRICK?,garden fencing,2.0
919,snbmo09_box-d38f,SemDis_glove_nf_m,snbmo0945,box,1.2,0.90994,snbmo09,gt_main2,What is a surprising use for a BOX?,housing,1
920,snbmo09_box-4511,SemDis_glove_nf_m,snbmo0958,box,3.8,1.20287,snbmo09,gt_main2,What is a surprising use for a BOX?,a time machine,5
921,snbmo09_knife-49a8,SemDis_glove_nf_m,snbmo09149,knife,2.7,0.77498,snbmo09,gt_main2,What is a surprising use for a KNIFE?,use as a hairbrush,4
922,dod20_rope-bd90,SemDis_glove_nf_m,dod208,rope,1.5,0.4756599999999999,dod20,gt_main2,What is a surprising use for a ROPE?,ladder,9
923,betal18_box-1d6d,SemDis_glove_nf_m,betal182106,box,5.0,1.13765,betal18,gt_main2,What is a surprising use for a BOX?,turn it into a opera house for ants,
924,hmsl_paperclip-3c13,SemDis_glove_nf_m,hmsliC3RI2p2,paperclip,3.2,0.7437400000000001,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,used to poke small reset buttons on electronics,7.0
925,snbmo09_box-b978,SemDis_glove_nf_m,snbmo0931,box,1.2,1.25269,snbmo09,gt_main2,What is a surprising use for a BOX?,used as a house,1
926,setal08_knife-6c42,SemDis_glove_nf_m,setal08152,knife,1.7000000000000002,0.81997,setal08,gt_main2,What is a surprising use for a KNIFE?,2 shave,1.0
927,hmsl_paperclip-a338,SemDis_glove_nf_m,hmslgEOtW7kc,paperclip,1.5,0.5386,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,String together to make a chain,2.0
928,snbmo09_box-970c,SemDis_glove_nf_m,snbmo0972,box,1.5,0.75781,snbmo09,gt_main2,What is a surprising use for a BOX?,housing for small animal,2
929,setal08_brick-364d,SemDis_glove_nf_m,setal0859,brick,1.7000000000000002,1.1777,setal08,gt_main2,What is a surprising use for a BRICK?,weights (for working out),5.0
930,motesf_spoon-4864,SemDis_glove_nf_m,motesf812b,spoon,3.3,1.03349,motesf,gt_main2,What is a surprising use for a SPOON?,hurt someone,5
931,motesf_spoon-05e7,SemDis_glove_nf_m,motesf8bf1,spoon,2.7,1.07242,motesf,gt_main2,What is a surprising use for a SPOON?,I can use a spoon as a sword,4
932,motesp-g1_sock-26YK,SemDis_glove_nf_m,26YK,sock,4.1,1.00725,motesp,gt_main2,What is a surprising use for a SOCK?,Curl up the sock into a ball and then put a rubber band around it and then use it as a basketball.,
933,betal18_box-0057,SemDis_glove_nf_m,betal182089,box,2.9,1.02275,betal18,gt_main2,What is a surprising use for a BOX?,frisbee,
934,setal08_brick-befc,SemDis_glove_nf_m,setal08176,brick,1.0,1.17372,setal08,gt_main2,What is a surprising use for a BRICK?,use in a garden,4.0
935,snb17_rope-ac41,SemDis_glove_nf_m,snb1736,rope,1.0,0.76363,snb17,gt_main2,What is a surprising use for a ROPE?,dog,
936,motesf_bottle-00f7,SemDis_glove_nf_m,motesfdb8e,bottle,3.0,0.83952,motesf,gt_main2,What is a surprising use for a BOTTLE?,to make it a rocketship,3
937,motesf_ball-3120,SemDis_glove_nf_m,motesf1534,ball,1.9,0.9305,motesf,gt_main2,What is a surprising use for a BALL?,a squish toy,4
938,hmsl_brick-4b03,SemDis_glove_nf_m,hmsln2FRDiVu,brick,1.7000000000000002,0.82727,hmsl,gt_main2,What is a surprising use for a BRICK?,use to hold something up,3.0
939,motesf_pencil-7c1a,SemDis_glove_nf_m,motesf0aa1,pencil,3.3,1.0448,motesf,gt_main2,What is a surprising use for a PENCIL?,Cut the eraser part cut in middle stick the 2 pieces together and make an X,6
940,motesf_hat-24c7,SemDis_glove_nf_m,motesff7e6,hat,3.3,1.18488,motesf,gt_main2,What is a surprising use for a HAT?,you can make a hat turn into a bed for your pet by flipping it over where the head goes then put little blankets in the and put your pet in there,8
941,bs12_brick-af1d,SemDis_glove_nf_m,bs1217,brick,1.4,1.02761,bs12,gt_main2,What is a surprising use for a BRICK?,use it to elevate things,
942,dod20_book-3962,SemDis_glove_nf_m,dod2036,book,3.5,0.94984,dod20,gt_main2,What is a surprising use for a BOOK?,umbrella,0
943,hmsl_brick-60c4,SemDis_glove_nf_m,hmslz793il3x,brick,1.8,1.17013,hmsl,gt_main2,What is a surprising use for a BRICK?,hold landscape cloth in place,3.0
944,dod20_brick-02d0,SemDis_glove_nf_m,dod2082,brick,1.0,1.12156,dod20,gt_main2,What is a surprising use for a BRICK?,make walls,0
945,dod20_tire-e3fb,SemDis_glove_nf_m,dod2035,tire,1.0,0.68439,dod20,gt_main2,What is a surprising use for a TIRE?,spare,7
946,hmsl_brick-b939,SemDis_glove_nf_m,hmslTR0n5Xkg,brick,1.8,1.04964,hmsl,gt_main2,What is a surprising use for a BRICK?,prop up something,2.0
947,motesf_pencil-ef82,SemDis_glove_nf_m,motesf274a,pencil,3.3,1.05602,motesf,gt_main2,What is a surprising use for a PENCIL?,make a wall with it,1
948,betal18_box-916e,SemDis_glove_nf_m,betal182135,box,1.6,0.70747,betal18,gt_main2,What is a surprising use for a BOX?,COFEE TABLE,
949,snb17_box-701a,SemDis_glove_nf_m,snb1763,box,1.3,1.09105,snb17,gt_main2,What is a surprising use for a BOX?,skate boarding,
950,snb17_rope-e9e9,SemDis_glove_nf_m,snb17111,rope,2.0,0.98424,snb17,gt_main2,What is a surprising use for a ROPE?,stress reliever,
951,snb17_box-cab4,SemDis_glove_nf_m,snb1754,box,2.0,0.96414,snb17,gt_main2,What is a surprising use for a BOX?,A crate for a dog,
952,motesf_hat-b5d9,SemDis_glove_nf_m,motesf7647,hat,2.7,0.98505,motesf,gt_main2,What is a surprising use for a HAT?,a bowl for your popcorn,5
953,setal08_brick-d8a1,SemDis_glove_nf_m,setal08147,brick,2.7,0.92993,setal08,gt_main2,What is a surprising use for a BRICK?,shoe stretcher,7.0
954,dod20_brick-4a89,SemDis_glove_nf_m,dod2037,brick,1.8,0.77226,dod20,gt_main2,What is a surprising use for a BRICK?,enclose,3
955,betal18_box-3c04,SemDis_glove_nf_m,betal182141,box,1.0,0.74031,betal18,gt_main2,What is a surprising use for a BOX?,A seat,
956,dod20_bottle-6a46,SemDis_glove_nf_m,dod2028,bottle,2.5,1.13252,dod20,gt_main2,What is a surprising use for a BOTTLE?,recycle alot of them and get cash for the glass,1
957,dod20_shovel-b3e3,SemDis_glove_nf_m,dod2078,shovel,2.7,1.0592,dod20,gt_main2,What is a surprising use for a SHOVEL?,paint for a decoration,2
958,hmsl_paperclip-67f7,SemDis_glove_nf_m,hmslV8mxLJpC,paperclip,3.8,1.31306,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,Use as a utensil if you forget your fork,9.0
959,snbmo09_knife-23cc,SemDis_glove_nf_m,snbmo09109,knife,1.0,0.81997,snbmo09,gt_main2,What is a surprising use for a KNIFE?,shave with it,2
960,hmsl_brick-aa26,SemDis_glove_nf_m,hmslzvXd0H7K,brick,1.5,1.08908,hmsl,gt_main2,What is a surprising use for a BRICK?,weigh things down,5.0
961,snbmo09_box-fdcf,SemDis_glove_nf_m,snbmo0949,box,1.5,0.7264900000000001,snbmo09,gt_main2,What is a surprising use for a BOX?,a great place to hide during hide-and-seek,4
962,betal18_rope-7eec,SemDis_glove_nf_m,betal182095,rope,2.1,0.7850699999999999,betal18,gt_main2,What is a surprising use for a ROPE?,fuse,
963,hmsl_brick-890b,SemDis_glove_nf_m,hmsl0n661va4,brick,1.3,0.97554,hmsl,gt_main2,What is a surprising use for a BRICK?,House finishes,5.0
964,hmsl_brick-76e3,SemDis_glove_nf_m,hmsl5yhjjPmZ,brick,2.0,0.96281,hmsl,gt_main2,What is a surprising use for a BRICK?,Weapon  ,7.0
965,motesf_pencil-6895,SemDis_glove_nf_m,motesfc8ff,pencil,3.6,0.87623,motesf,gt_main2,What is a surprising use for a PENCIL?,A crowbar,1
966,snb17_box-de94,SemDis_glove_nf_m,snb17102,box,2.3,1.26028,snb17,gt_main2,What is a surprising use for a BOX?,fill with pillows and jump inside,
967,snbmo09_brick-858b,SemDis_glove_nf_m,snbmo09172,brick,1.2,0.91204,snbmo09,gt_main2,What is a surprising use for a BRICK?,step up on,7
968,snbmo09_knife-d2a7,SemDis_glove_nf_m,snbmo0965,knife,2.3,0.75418,snbmo09,gt_main2,What is a surprising use for a KNIFE?,tooth flosser,3
969,snbmo09_brick-4cef,SemDis_glove_nf_m,snbmo0975,brick,2.5,1.10549,snbmo09,gt_main2,What is a surprising use for a BRICK?,desk ornament,1
970,setal08_brick-2740,SemDis_glove_nf_m,setal08138,brick,1.3,1.06144,setal08,gt_main2,What is a surprising use for a BRICK?,hit somebody with it,5.0
971,dod20_fork-e3e4,SemDis_glove_nf_m,dod2073,fork,2.5,1.00142,dod20,gt_main2,What is a surprising use for a FORK?,shredder,3
972,bs12_brick-dddb,SemDis_glove_nf_m,bs1270,brick,1.7000000000000002,0.9314,bs12,gt_main2,What is a surprising use for a BRICK?,pole,
973,snbmo09_box-f332,SemDis_glove_nf_m,snbmo09177,box,1.5,0.75279,snbmo09,gt_main2,What is a surprising use for a BOX?,use as a time capsule,4
974,snbmo09_knife-2c1f,SemDis_glove_nf_m,snbmo0995,knife,1.2,1.17295,snbmo09,gt_main2,What is a surprising use for a KNIFE?,dig in gardens,2
975,motesf_lightbulb-b317,SemDis_glove_nf_m,motesf3636,lightbulb,2.7,0.9549,motesf,gt_main2,What is a surprising use for a LIGHT BULB?,stop sign,7
976,hmsl_brick-ee98,SemDis_glove_nf_m,hmsl3rG4FDn6,brick,1.3,1.13039,hmsl,gt_main2,What is a surprising use for a BRICK?,Build a building,1.0
977,dod20_tire-4adf,SemDis_glove_nf_m,dod2064,tire,3.8,0.95789,dod20,gt_main2,What is a surprising use for a TIRE?,stairs,4
978,bs12_brick-878c,SemDis_glove_nf_m,bs126,brick,1.4,1.11851,bs12,gt_main2,What is a surprising use for a BRICK?,have a throwing competition,
979,snb17_rope-0479,SemDis_glove_nf_m,snb1771,rope,1.7000000000000002,0.87676,snb17,gt_main2,What is a surprising use for a ROPE?,cut it into pieces to create a work of art,
980,betal18_box-0b6d,SemDis_glove_nf_m,betal182019,box,1.3,0.95703,betal18,gt_main2,What is a surprising use for a BOX?,Umbrella,
981,motesf_sock-369d,SemDis_glove_nf_m,motesf6974,sock,3.3,0.76835,motesf,gt_main2,What is a surprising use for a SOCK?,a doll,6
982,hmsl_paperclip-edd3,SemDis_glove_nf_m,hmslLec2y841,paperclip,2.2,0.5888599999999999,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,paper weight,3.0
983,hmsl_paperclip-44bf,SemDis_glove_nf_m,hmslUBn73eP3,paperclip,2.8,1.15511,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,as a weapon,3.0
984,hmsl_paperclip-bb83,SemDis_glove_nf_m,hmsl7tAp1G0i,paperclip,2.5,1.39577,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,twist tie for bread or plastic bags,5.0
985,motesf_sock-f2e5,SemDis_glove_nf_m,motesf58a2,sock,2.7,0.99559,motesf,gt_main2,What is a surprising use for a SOCK?,To use them as stockings for Christmas and put candy canes in them.,3
986,bs12_brick-287d,SemDis_glove_nf_m,bs1223,brick,2.2,1.11014,bs12,gt_main2,What is a surprising use for a BRICK?,Wear the on a necklace  start a trend.,
987,dod20_fork-279f,SemDis_glove_nf_m,dod2037,fork,2.0,0.99604,dod20,gt_main2,What is a surprising use for a FORK?,assist,4
988,snb17_box-7e6c,SemDis_glove_nf_m,snb17151,box,1.3,0.86747,snb17,gt_main2,What is a surprising use for a BOX?,capture a raccoon,
989,motesp-g1_backpack-4SG,SemDis_glove_nf_m,4SG,backpack,4.3,1.12404,motesp,gt_main2,What is a surprising use for a BACKPACK?,"One surprising use for a backpack would be like a pretend roller coaster! For example, someone could be standing on the back of the backpack and another person could be holding the straps of it and be moving you in the air or on the floor! ",
990,dod20_table-592b,SemDis_glove_nf_m,dod2079,table,3.0,1.23511,dod20,gt_main2,What is a surprising use for a TABLE?,it is used as a ladder to take things from higher height,0
991,motesf_bottle-2343,SemDis_glove_nf_m,motesf26e3,bottle,3.0,1.19369,motesf,gt_main2,What is a surprising use for a BOTTLE?,"you can use the bottles as a ball, so you could play. you could also use an empty bottle to represent an oxygen tank.",7
992,motesf_spoon-dccc,SemDis_glove_nf_m,motesfd296,spoon,3.0,0.92406,motesf,gt_main2,What is a surprising use for a SPOON?,bend it and make it look like a human,4
993,snbmo09_brick-897b,SemDis_glove_nf_m,snbmo0928,brick,1.2,1.0848,snbmo09,gt_main2,What is a surprising use for a BRICK?,be a part of buiding a wall,4
994,motesf_sock-8847,SemDis_glove_nf_m,motesf1700,sock,3.0,0.91112,motesf,gt_main2,What is a surprising use for a SOCK?,to put a rock in the sock and smash things with it,7
995,dod20_rope-8139,SemDis_glove_nf_m,dod2033,rope,2.3,0.78131,dod20,gt_main2,What is a surprising use for a ROPE?,bracelets,2
996,setal08_knife-36d2,SemDis_glove_nf_m,setal0844,knife,1.0,0.97751,setal08,gt_main2,What is a surprising use for a KNIFE?,"cut food, dice, slice, sheer",1.0
997,dod20_book-46c5,SemDis_glove_nf_m,dod2027,book,1.2,0.42418,dod20,gt_main2,What is a surprising use for a BOOK?,read it,0
998,snbmo09_box-2700,SemDis_glove_nf_m,snbmo09200,box,2.2,0.85994,snbmo09,gt_main2,What is a surprising use for a BOX?,doggie/cat flaps,11
999,motesp-g1_bottle-30MR,SemDis_glove_nf_m,30MR,bottle,3.9,0.80986,motesp,gt_main2,What is a surprising use for a BOTTLE?,I would recycle it and make it into a flying toy car!,
1000,snb17_box-8cdb,SemDis_glove_nf_m,snb177,box,2.0,0.60259,snb17,gt_main2,What is a surprising use for a BOX?,your own room,
1001,motesf_hat-6ad0,SemDis_glove_nf_m,motesf077e,hat,2.4,1.11395,motesf,gt_main2,What is a surprising use for a HAT?,to cut out the top of it.,2
1002,setal08_knife-4550,SemDis_glove_nf_m,setal0884,knife,1.0,0.74993,setal08,gt_main2,What is a surprising use for a KNIFE?,"""kill"" ""murder"" someone",5.0
1003,dod20_bottle-e839,SemDis_glove_nf_m,dod202,bottle,4.3,0.8265,dod20,gt_main2,What is a surprising use for a BOTTLE?,to use as bowling pins,4
1004,snb17_box-a700,SemDis_glove_nf_m,snb172,box,1.7000000000000002,0.84697,snb17,gt_main2,What is a surprising use for a BOX?,hide into,
1005,snb17_box-99fb,SemDis_glove_nf_m,snb17139,box,1.1,0.75585,snb17,gt_main2,What is a surprising use for a BOX?,Bed,
1006,setal08_brick-a7b2,SemDis_glove_nf_m,setal08137,brick,1.3,1.17943,setal08,gt_main2,What is a surprising use for a BRICK?,cage to like block something in,6.0
1007,motesf_spoon-6689,SemDis_glove_nf_m,motesfedde,spoon,3.0,0.96929,motesf,gt_main2,What is a surprising use for a SPOON?,Un-spoon it and barf on it then use it as a fork,2
1008,snbmo09_knife-3b2e,SemDis_glove_nf_m,snbmo0986,knife,1.7000000000000002,1.00055,snbmo09,gt_main2,What is a surprising use for a KNIFE?,scrape gum off of bottoms of chairs,4
1009,dod20_bottle-a7cc,SemDis_glove_nf_m,dod2088,bottle,1.0,1.1902,dod20,gt_main2,What is a surprising use for a BOTTLE?,liquid holder,2
1010,setal08_brick-ccd5,SemDis_glove_nf_m,setal0867,brick,1.7000000000000002,0.97363,setal08,gt_main2,What is a surprising use for a BRICK?,write on,7.0
1011,dod20_book-0328,SemDis_glove_nf_m,dod2043,book,2.8,1.00503,dod20,gt_main2,What is a surprising use for a BOOK?,doorstop,3
1012,hmsl_paperclip-bdce,SemDis_glove_nf_m,hmsl5vOtwDx3,paperclip,1.6,0.55461,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,make a chain,5.0
1013,hmsl_brick-016b,SemDis_glove_nf_m,hmslqW1EAxi7,brick,2.5,1.19146,hmsl,gt_main2,What is a surprising use for a BRICK?,Make stacks to hold objects,5.0
1014,snbmo09_brick-6864,SemDis_glove_nf_m,snbmo09153,brick,1.3,1.18398,snbmo09,gt_main2,What is a surprising use for a BRICK?,used to put behind cars to prevent from rolling back on driveways,3
1015,dod20_shoe-39e9,SemDis_glove_nf_m,dod2077,shoe,1.3,0.5443100000000001,dod20,gt_main2,What is a surprising use for a SHOE?,boot,1
