,id,model,participant,prompt,target,predicted,src,split,question,response,response_num
616,setal08_knife-2a23,SemDis_TASA_nf_m,setal08134,knife,1.7000000000000002,1.07008,setal08,gt_main2,What is a surprising use for a KNIFE?,use to clean out grooves/ corners,9.0
617,motesf_bottle-cb4d,SemDis_TASA_nf_m,motesfffd5,bottle,3.0,0.98281,motesf,gt_main2,What is a surprising use for a BOTTLE?,a toy car,7
618,dod20_brick-3a32,SemDis_TASA_nf_m,dod2037,brick,2.0,0.98689,dod20,gt_main2,What is a surprising use for a BRICK?,smash,5
619,betal18_rope-bfa6,SemDis_TASA_nf_m,betal182151,rope,1.9,0.94849,betal18,gt_main2,What is a surprising use for a ROPE?,fishing line,
620,snbmo09_knife-94c2,SemDis_TASA_nf_m,snbmo0912,knife,1.3,0.95754,snbmo09,gt_main2,What is a surprising use for a KNIFE?,shave someone's head,1
621,dod20_book-96f5,SemDis_TASA_nf_m,dod2019,book,2.5,,dod20,gt_main2,What is a surprising use for a BOOK?,papercrafting,2
622,setal08_brick-36a5,SemDis_TASA_nf_m,setal08135,brick,1.3,0.97783,setal08,gt_main2,What is a surprising use for a BRICK?,to stack,4.0
623,snb17_box-fb91,SemDis_TASA_nf_m,snb17130,box,1.7000000000000002,1.04039,snb17,gt_main2,What is a surprising use for a BOX?,to pee in,
624,snbmo09_brick-3246,SemDis_TASA_nf_m,snbmo093,brick,1.5,0.99158,snbmo09,gt_main2,What is a surprising use for a BRICK?,"if there is a brick missing from a walkway, put it there",4
625,motesf_lightbulb-f0a5,SemDis_TASA_nf_m,motesf140f,lightbulb,2.4,0.97409,motesf,gt_main2,What is a surprising use for a LIGHT BULB?,to use it at a doctor's office,6
626,dod20_fork-482d,SemDis_TASA_nf_m,dod2081,fork,2.5,1.04227,dod20,gt_main2,What is a surprising use for a FORK?,seal pastry,5
627,setal08_brick-f672,SemDis_TASA_nf_m,setal08240,brick,2.0,0.98939,setal08,gt_main2,What is a surprising use for a BRICK?,to help a umbrella stay on place,5.0
628,snb17_box-69e8,SemDis_TASA_nf_m,snb1777,box,2.3,1.06105,snb17,gt_main2,What is a surprising use for a BOX?,map,
629,snbmo09_knife-0856,SemDis_TASA_nf_m,snbmo0922,knife,1.5,1.07373,snbmo09,gt_main2,What is a surprising use for a KNIFE?,a letter opener,2
630,motesf_pencil-fd3d,SemDis_TASA_nf_m,motesfa4a0,pencil,2.1,0.82143,motesf,gt_main2,What is a surprising use for a PENCIL?,one big pencil,1
631,motesf_hat-e1db,SemDis_TASA_nf_m,motesff221,hat,2.7,0.8779399999999999,motesf,gt_main2,What is a surprising use for a HAT?,do magic with it,3
632,setal08_knife-8042,SemDis_TASA_nf_m,setal0826,knife,1.7000000000000002,0.91905,setal08,gt_main2,What is a surprising use for a KNIFE?,"instead of decorative spoons, decorative knifes",3.0
633,hmsl_paperclip-533f,SemDis_TASA_nf_m,hmslww8QYGoO,paperclip,1.7000000000000002,0.99205,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,hanging items,4.0
634,dod20_shovel-dd9f,SemDis_TASA_nf_m,dod2041,shovel,2.3,1.07027,dod20,gt_main2,What is a surprising use for a SHOVEL?,knock things out of trees,4
635,setal08_knife-0c5e,SemDis_TASA_nf_m,setal08145,knife,1.7000000000000002,0.99962,setal08,gt_main2,What is a surprising use for a KNIFE?,make more pieces than when you started out,12.0
636,betal18_rope-f42d,SemDis_TASA_nf_m,betal182175,rope,2.4,0.90006,betal18,gt_main2,What is a surprising use for a ROPE?,filing cabinet,
637,motesf_pencil-2c6f,SemDis_TASA_nf_m,motesf5823,pencil,2.1,1.00819,motesf,gt_main2,What is a surprising use for a PENCIL?,a straight line,6
638,motesf_lightbulb-95c0,SemDis_TASA_nf_m,motesff221,lightbulb,2.4,1.00014,motesf,gt_main2,What is a surprising use for a LIGHT BULB?,break it and play with the glass,5
639,snb17_rope-f02e,SemDis_TASA_nf_m,snb1798,rope,1.0,0.9214,snb17,gt_main2,What is a surprising use for a ROPE?,strong,
640,snbmo09_brick-10fd,SemDis_TASA_nf_m,snbmo09127,brick,2.0,0.99986,snbmo09,gt_main2,What is a surprising use for a BRICK?,place flowers in the holes of the brick,7
641,snb17_rope-dd6c,SemDis_TASA_nf_m,snb1744,rope,1.4,0.69059,snb17,gt_main2,What is a surprising use for a ROPE?,noose,
642,hmsl_brick-a8d9,SemDis_TASA_nf_m,hmslLPQ9qCo5,brick,4.3,1.01293,hmsl,gt_main2,What is a surprising use for a BRICK?,chip off fragments and dissolve them to make dye,3.0
643,hmsl_paperclip-7c0f,SemDis_TASA_nf_m,hmsl1zNzBi5Y,paperclip,3.0,0.90248,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,just twist it up for stress relief,2.0
644,dod20_pants-ef5b,SemDis_TASA_nf_m,dod2056,pants,2.3,0.98279,dod20,gt_main2,What is a surprising use for PANTS?,cut into pieces for patches,1
645,setal08_knife-05bf,SemDis_TASA_nf_m,setal0835,knife,2.3,1.00371,setal08,gt_main2,What is a surprising use for a KNIFE?,you could try to make it into some kind of instrument,1.0
646,dod20_pants-5661,SemDis_TASA_nf_m,dod2017,pants,3.7,1.08181,dod20,gt_main2,What is a surprising use for PANTS?,garbage bag holder,1
647,hmsl_brick-afcd,SemDis_TASA_nf_m,hmsl4WeqZ7T8,brick,1.4,0.95444,hmsl,gt_main2,What is a surprising use for a BRICK?,build a road,4.0
648,dod20_bottle-e595,SemDis_TASA_nf_m,dod2050,bottle,4.0,1.04827,dod20,gt_main2,What is a surprising use for a BOTTLE?,make a bottle tree to keep evil away,0
649,snbmo09_brick-ddc9,SemDis_TASA_nf_m,snbmo0952,brick,1.0,1.07414,snbmo09,gt_main2,What is a surprising use for a BRICK?,fortified bridges,3
650,snbmo09_box-74a8,SemDis_TASA_nf_m,snbmo09200,box,2.3,0.85777,snbmo09,gt_main2,What is a surprising use for a BOX?,doors,9
651,dod20_book-8209,SemDis_TASA_nf_m,dod2034,book,3.0,1.03799,dod20,gt_main2,What is a surprising use for a BOOK?,tv stand,8
652,hmsl_paperclip-4d04,SemDis_TASA_nf_m,hmslj0DY4Qzg,paperclip,2.7,0.97222,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,stab someone in the eye,3.0
653,snbmo09_box-29a3,SemDis_TASA_nf_m,snbmo09101,box,2.2,1.05437,snbmo09,gt_main2,What is a surprising use for a BOX?,you could use it as a stepper in exercise,9
654,dod20_rope-789e,SemDis_TASA_nf_m,dod202,rope,2.3,0.99885,dod20,gt_main2,What is a surprising use for a ROPE?,to bind someone,1
655,motesf_spoon-7393,SemDis_TASA_nf_m,motesf7a61,spoon,4.1,0.98608,motesf,gt_main2,What is a surprising use for a SPOON?,make a dress,6
656,snb17_box-02f2,SemDis_TASA_nf_m,snb17106,box,3.7,1.03623,snb17,gt_main2,What is a surprising use for a BOX?,fold it so it resembles a baseball bat and use it to hit with,
657,hmsl_paperclip-56e7,SemDis_TASA_nf_m,hmslak3D0gDJ,paperclip,2.5,0.92401,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,Keep me busy,4.0
658,motesf_hat-502c,SemDis_TASA_nf_m,motesfbe83,hat,3.3,1.07885,motesf,gt_main2,What is a surprising use for a HAT?,rip or take it apart and then with the hat’s fabric put it together like a blanket,1
659,betal18_rope-d7e5,SemDis_TASA_nf_m,betal182124,rope,1.6,0.96119,betal18,gt_main2,What is a surprising use for a ROPE?,boat anchor,
660,dod20_bottle-9594,SemDis_TASA_nf_m,dod204,bottle,2.5,0.98425,dod20,gt_main2,What is a surprising use for a BOTTLE?,use as a vase,3
661,dod20_tire-1add,SemDis_TASA_nf_m,dod2055,tire,2.7,1.05353,dod20,gt_main2,What is a surprising use for a TIRE?,chair,4
662,dod20_rope-823a,SemDis_TASA_nf_m,dod2015,rope,2.7,0.97496,dod20,gt_main2,What is a surprising use for a ROPE?,use it as a whip for a horse,6
663,motesf_bottle-c460,SemDis_TASA_nf_m,motesf1700,bottle,3.3,0.98889,motesf,gt_main2,What is a surprising use for a BOTTLE?,to make it into a toy car made from scratch,8
664,dod20_book-9940,SemDis_TASA_nf_m,dod2077,book,1.3,0.96677,dod20,gt_main2,What is a surprising use for a BOOK?,audio,2
665,betal18_rope-8595,SemDis_TASA_nf_m,betal182157,rope,1.6,0.95407,betal18,gt_main2,What is a surprising use for a ROPE?,make a basket,
666,snb17_rope-947e,SemDis_TASA_nf_m,snb1731,rope,1.8,1.04731,snb17,gt_main2,What is a surprising use for a ROPE?,paper,
667,betal18_box-2b68,SemDis_TASA_nf_m,betal182185,box,2.1,1.03159,betal18,gt_main2,What is a surprising use for a BOX?,car companion,
668,dod20_pants-4d86,SemDis_TASA_nf_m,dod2081,pants,3.5,1.08993,dod20,gt_main2,What is a surprising use for PANTS?,make purse,0
669,dod20_tire-46a8,SemDis_TASA_nf_m,dod2087,tire,3.2,1.02866,dod20,gt_main2,What is a surprising use for a TIRE?,use to carry water,4
670,setal08_brick-6120,SemDis_TASA_nf_m,setal08229,brick,2.0,1.0316,setal08,gt_main2,What is a surprising use for a BRICK?,making snow people,1.0
671,dod20_pants-22a7,SemDis_TASA_nf_m,dod2048,pants,4.3,,dod20,gt_main2,What is a surprising use for PANTS?,parachuette,14
672,setal08_brick-2ff0,SemDis_TASA_nf_m,setal0834,brick,2.0,1.02487,setal08,gt_main2,What is a surprising use for a BRICK?,crumble it up and use it to pave roads,2.0
673,dod20_rope-4518,SemDis_TASA_nf_m,dod2048,rope,2.7,1.04067,dod20,gt_main2,What is a surprising use for a ROPE?,safety guide,8
674,snb17_box-ffbb,SemDis_TASA_nf_m,snb1782,box,1.7000000000000002,0.90869,snb17,gt_main2,What is a surprising use for a BOX?,hide out,
675,snbmo09_brick-512b,SemDis_TASA_nf_m,snbmo09184,brick,1.5,0.97863,snbmo09,gt_main2,What is a surprising use for a BRICK?,to be a pencil holder (put holes in it),6
676,snbmo09_brick-851f,SemDis_TASA_nf_m,snbmo09132,brick,1.0,0.97925,snbmo09,gt_main2,What is a surprising use for a BRICK?,use as pavement,2
677,motesf_lightbulb-19e4,SemDis_TASA_nf_m,motesfbe83,lightbulb,3.0,0.94449,motesf,gt_main2,What is a surprising use for a LIGHT BULB?,put light bulbs as a decoration in dark places and make them turn on and off with a pattern,4
678,snbmo09_brick-74b2,SemDis_TASA_nf_m,snbmo09111,brick,2.0,0.99196,snbmo09,gt_main2,What is a surprising use for a BRICK?,value study in art class,9
679,snb17_box-bd66,SemDis_TASA_nf_m,snb1761,box,2.3,0.92016,snb17,gt_main2,What is a surprising use for a BOX?,Go-kart frame,
680,motesf_hat-9104,SemDis_TASA_nf_m,motesf1ff8,hat,1.3,0.99873,motesf,gt_main2,What is a surprising use for a HAT?,to put on the head,6
681,betal18_rope-e8d6,SemDis_TASA_nf_m,betal182149,rope,1.3,0.88173,betal18,gt_main2,What is a surprising use for a ROPE?,prop,
682,hmsl_paperclip-e75a,SemDis_TASA_nf_m,hmslw3Pi76uS,paperclip,2.5,0.97696,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,pick dirt from under fingernails,2.0
683,snbmo09_box-8c8d,SemDis_TASA_nf_m,snbmo09149,box,2.2,0.97755,snbmo09,gt_main2,What is a surprising use for a BOX?,can tear it apart and wrap it around yourself as a blanket,4
684,snbmo09_knife-1e90,SemDis_TASA_nf_m,snbmo09153,knife,2.0,1.00127,snbmo09,gt_main2,What is a surprising use for a KNIFE?,juggle knives,1
685,setal08_knife-e684,SemDis_TASA_nf_m,setal08185,knife,2.0,0.99532,setal08,gt_main2,What is a surprising use for a KNIFE?,hold up something to a wall/ board,6.0
686,hmsl_paperclip-bfea,SemDis_TASA_nf_m,hmslyi89Nvu5,paperclip,1.5,0.97864,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,To Kill someone,1.0
687,snbmo09_knife-30c3,SemDis_TASA_nf_m,snbmo09107,knife,1.0,1.03062,snbmo09,gt_main2,What is a surprising use for a KNIFE?,protection,2
688,dod20_fork-0030,SemDis_TASA_nf_m,dod2040,fork,3.5,0.99587,dod20,gt_main2,What is a surprising use for a FORK?,"take out objects, from dust",4
689,motesp-g1_backpack-17ZR,SemDis_TASA_nf_m,17ZR,backpack,2.3,0.95812,motesp,gt_main2,What is a surprising use for a BACKPACK?,Wear it backwards and keep all the zippers for the backpack opened.,
690,betal18_rope-b6f2,SemDis_TASA_nf_m,betal182188,rope,1.9,0.98809,betal18,gt_main2,What is a surprising use for a ROPE?,circular rug,
691,dod20_book-7888,SemDis_TASA_nf_m,dod2024,book,2.2,1.0346,dod20,gt_main2,What is a surprising use for a BOOK?,as a doorstop,0
692,snbmo09_brick-385f,SemDis_TASA_nf_m,snbmo0918,brick,1.7000000000000002,1.06001,snbmo09,gt_main2,What is a surprising use for a BRICK?,to decorate a house,10
693,dod20_tire-be3a,SemDis_TASA_nf_m,dod2016,tire,3.0,1.06141,dod20,gt_main2,What is a surprising use for a TIRE?,burn to show where you are in case lost,1
694,hmsl_paperclip-347a,SemDis_TASA_nf_m,hmsl10z2wJHQ,paperclip,1.8,0.96622,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,Poke something clogged,2.0
695,hmsl_brick-712f,SemDis_TASA_nf_m,hmsly6ZLJ0s9,brick,2.8,1.06238,hmsl,gt_main2,What is a surprising use for a BRICK?,Can Opener,4.0
696,snbmo09_knife-d32e,SemDis_TASA_nf_m,snbmo0913,knife,3.5,0.98996,snbmo09,gt_main2,What is a surprising use for a KNIFE?,mailbox flag,9
697,dod20_table-d4b3,SemDis_TASA_nf_m,dod2081,table,3.5,1.05031,dod20,gt_main2,What is a surprising use for a TABLE?,bullet shield,3
698,bs12_brick-1484,SemDis_TASA_nf_m,bs1232,brick,1.8,0.91997,bs12,gt_main2,What is a surprising use for a BRICK?,use to build the muscles in your legs  by putting them on your feet and walking around,
699,setal08_brick-9c6b,SemDis_TASA_nf_m,setal08108,brick,1.7000000000000002,1.00781,setal08,gt_main2,What is a surprising use for a BRICK?,can be stepped on in order to reach higher,2.0
700,snbmo09_knife-2e87,SemDis_TASA_nf_m,snbmo09146,knife,1.0,0.98523,snbmo09,gt_main2,What is a surprising use for a KNIFE?,cut birds off a tree,1
701,setal08_brick-9f1b,SemDis_TASA_nf_m,setal08186,brick,2.0,0.89779,setal08,gt_main2,What is a surprising use for a BRICK?,flatten out wrinkled dollar bills,6.0
702,setal08_brick-59ac,SemDis_TASA_nf_m,setal08195,brick,1.7000000000000002,0.9766,setal08,gt_main2,What is a surprising use for a BRICK?,display item,12.0
703,setal08_knife-3602,SemDis_TASA_nf_m,setal0892,knife,3.0,1.03503,setal08,gt_main2,What is a surprising use for a KNIFE?,to use to make skates,8.0
704,snb17_rope-3969,SemDis_TASA_nf_m,snb17105,rope,2.0,0.90346,snb17,gt_main2,What is a surprising use for a ROPE?,blind pull back,
705,snb17_box-6d44,SemDis_TASA_nf_m,snb1714,box,2.0,0.84694,snb17,gt_main2,What is a surprising use for a BOX?,fan,
706,snb17_rope-4308,SemDis_TASA_nf_m,snb1755,rope,1.0,1.00559,snb17,gt_main2,What is a surprising use for a ROPE?,confine items on top of car,
707,snb17_box-bc6b,SemDis_TASA_nf_m,snb17149,box,2.3,1.05969,snb17,gt_main2,What is a surprising use for a BOX?,tear it up to make a collage,
708,snbmo09_brick-db4d,SemDis_TASA_nf_m,snbmo09129,brick,1.5,0.95838,snbmo09,gt_main2,What is a surprising use for a BRICK?,make table,3
709,betal18_box-dc3c,SemDis_TASA_nf_m,betal182090,box,1.9,0.89417,betal18,gt_main2,What is a surprising use for a BOX?,Some people could find it interesting to make a hat out of it because the flaps could look like a ball cap and then you could decorate it as much as you wanted to,
710,setal08_knife-46de,SemDis_TASA_nf_m,setal08190,knife,1.7000000000000002,0.8002400000000001,setal08,gt_main2,What is a surprising use for a KNIFE?,paper cut (no scissors),6.0
711,bs12_brick-3167,SemDis_TASA_nf_m,bs1250,brick,1.0,0.9359,bs12,gt_main2,What is a surprising use for a BRICK?,tie it to your ankles as ankle weights,
712,bs12_brick-d59c,SemDis_TASA_nf_m,bs12119,brick,1.4,0.87183,bs12,gt_main2,What is a surprising use for a BRICK?,it can be used to level something that is not leveled right.,
713,motesf_pencil-f7a8,SemDis_TASA_nf_m,motesf1385,pencil,3.9,0.93777,motesf,gt_main2,What is a surprising use for a PENCIL?,Break into pieces and use those pieces to make something like a tree and then paint it,2
714,setal08_knife-c312,SemDis_TASA_nf_m,setal08178,knife,1.7000000000000002,1.16339,setal08,gt_main2,What is a surprising use for a KNIFE?,use it as a screw driver,1.0
715,dod20_rope-ff54,SemDis_TASA_nf_m,dod2082,rope,2.2,0.98105,dod20,gt_main2,What is a surprising use for a ROPE?,to hoist flags,6
716,motesf_toothbrush-5f58,SemDis_TASA_nf_m,motesf7f10,toothbrush,3.6,1.02353,motesf,gt_main2,What is a surprising use for a TOOTHBRUSH?,you can get two toothbrushes and use them as an instrument like drums.,5
717,motesf_sock-845c,SemDis_TASA_nf_m,motesf34ed,sock,4.1,1.09897,motesf,gt_main2,What is a surprising use for a SOCK?,as a house,2
718,dod20_rope-b9b3,SemDis_TASA_nf_m,dod2051,rope,3.0,0.91552,dod20,gt_main2,What is a surprising use for a ROPE?,to use for clothing,2
719,bs12_brick-97bc,SemDis_TASA_nf_m,bs12112,brick,1.4,1.0982,bs12,gt_main2,What is a surprising use for a BRICK?,trace a rectangle,
720,hmsl_brick-1945,SemDis_TASA_nf_m,hmsl8UP73BqP,brick,1.8,0.97897,hmsl,gt_main2,What is a surprising use for a BRICK?,throw to somebody when mad,4.0
721,snbmo09_knife-d77d,SemDis_TASA_nf_m,snbmo09148,knife,1.3,0.93759,snbmo09,gt_main2,What is a surprising use for a KNIFE?,stab different objects forcefully,3
722,dod20_shovel-d0e8,SemDis_TASA_nf_m,dod2011,shovel,2.0,0.93602,dod20,gt_main2,What is a surprising use for a SHOVEL?,move or carry objects from one place to another with,0
723,motesf_lightbulb-9c82,SemDis_TASA_nf_m,motesfa02f,lightbulb,3.6,1.01671,motesf,gt_main2,What is a surprising use for a LIGHT BULB?,Make it so it looks like a clear flying spaceship,8
724,snbmo09_box-5354,SemDis_TASA_nf_m,snbmo09163,box,2.2,0.97539,snbmo09,gt_main2,What is a surprising use for a BOX?,a cage for animals,3
725,dod20_shoe-7ae3,SemDis_TASA_nf_m,dod2048,shoe,3.2,1.02918,dod20,gt_main2,What is a surprising use for a SHOE?,weapon,3
726,snbmo09_brick-ff95,SemDis_TASA_nf_m,snbmo09193,brick,2.0,1.04048,snbmo09,gt_main2,What is a surprising use for a BRICK?,using to strengthen your hand by breaking bricks,2
727,hmsl_brick-0c34,SemDis_TASA_nf_m,hmsltcw0dt93,brick,1.2,1.03295,hmsl,gt_main2,What is a surprising use for a BRICK?,Stepping stones,5.0
728,betal18_box-6aea,SemDis_TASA_nf_m,betal182104,box,1.0,1.02201,betal18,gt_main2,What is a surprising use for a BOX?,Cat house,
729,betal18_box-b42f,SemDis_TASA_nf_m,betal182053,box,1.0,1.00131,betal18,gt_main2,What is a surprising use for a BOX?,Furniture,
730,snb17_rope-782f,SemDis_TASA_nf_m,snb17112,rope,1.3,1.10655,snb17,gt_main2,What is a surprising use for a ROPE?,to enslave someone,
731,snbmo09_box-e6ba,SemDis_TASA_nf_m,snbmo0976,box,1.8,0.89803,snbmo09,gt_main2,What is a surprising use for a BOX?,as a dog house,6
732,snb17_rope-e433,SemDis_TASA_nf_m,snb1732,rope,1.3,0.8452999999999999,snb17,gt_main2,What is a surprising use for a ROPE?,Whip,
733,hmsl_paperclip-6cff,SemDis_TASA_nf_m,hmslzVpN53Ht,paperclip,1.0,0.93786,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,Clip papers together,1.0
734,setal08_knife-083c,SemDis_TASA_nf_m,setal08129,knife,1.7000000000000002,1.04117,setal08,gt_main2,What is a surprising use for a KNIFE?,hair holder,1.0
735,bs12_brick-04b3,SemDis_TASA_nf_m,bs12104,brick,1.0,0.9667,bs12,gt_main2,What is a surprising use for a BRICK?,to smash something,
736,hmsl_brick-c18b,SemDis_TASA_nf_m,hmslS91lo83T,brick,1.5,1.08791,hmsl,gt_main2,What is a surprising use for a BRICK?,Throw through something glass to break it,1.0
737,snb17_rope-a9d3,SemDis_TASA_nf_m,snb17142,rope,1.3,0.89012,snb17,gt_main2,What is a surprising use for a ROPE?,climbing down a high object,
738,snbmo09_box-d692,SemDis_TASA_nf_m,snbmo09167,box,1.8,0.80521,snbmo09,gt_main2,What is a surprising use for a BOX?,you can rest your feet on it when sitting down,5
739,dod20_book-2da9,SemDis_TASA_nf_m,dod2042,book,4.5,1.01947,dod20,gt_main2,What is a surprising use for a BOOK?,massage equipment,9
740,setal08_brick-8145,SemDis_TASA_nf_m,setal08223,brick,2.3,1.03783,setal08,gt_main2,What is a surprising use for a BRICK?,bathtub,4.0
741,setal08_knife-73e4,SemDis_TASA_nf_m,setal08125,knife,2.0,0.94074,setal08,gt_main2,What is a surprising use for a KNIFE?,"as a straight edge to draw a line or shape, if no better ""edge"" device is nearby",9.0
742,dod20_tire-3b96,SemDis_TASA_nf_m,dod2053,tire,3.0,0.92836,dod20,gt_main2,What is a surprising use for a TIRE?,paperweight,2
743,dod20_rope-0785,SemDis_TASA_nf_m,dod2043,rope,2.3,1.00688,dod20,gt_main2,What is a surprising use for a ROPE?,making a swing,3
744,snbmo09_box-55d7,SemDis_TASA_nf_m,snbmo09109,box,1.5,1.03916,snbmo09,gt_main2,What is a surprising use for a BOX?,use it as a dog house,6
745,motesf_pencil-12a1,SemDis_TASA_nf_m,motesf158f,pencil,1.3,1.01279,motesf,gt_main2,What is a surprising use for a PENCIL?,to write in your paper,8
746,snbmo09_box-bed9,SemDis_TASA_nf_m,snbmo0948,box,2.0,1.0471,snbmo09,gt_main2,What is a surprising use for a BOX?,as a chair,12
747,motesf_bottle-e5f7,SemDis_TASA_nf_m,motesf0116,bottle,2.4,1.0513,motesf,gt_main2,What is a surprising use for a BOTTLE?,you could use it for scooping up liquids that spilled,1
748,dod20_table-7e8f,SemDis_TASA_nf_m,dod2085,table,3.7,0.99909,dod20,gt_main2,What is a surprising use for a TABLE?,hide behind,3
749,hmsl_paperclip-e3ea,SemDis_TASA_nf_m,hmslHcYiggdZ,paperclip,2.7,0.96489,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,coffee stirrer,5.0
750,motesp-g1_sock-15CP,SemDis_TASA_nf_m,15CP,sock,2.8,1.10148,motesp,gt_main2,What is a surprising use for a SOCK?,Cut the tip of the sock so u can have ninja feet!,
751,betal18_box-3215,SemDis_TASA_nf_m,betal182061,box,1.6,0.7829200000000001,betal18,gt_main2,What is a surprising use for a BOX?,desk,
752,setal08_brick-ace1,SemDis_TASA_nf_m,setal08188,brick,2.7,1.12097,setal08,gt_main2,What is a surprising use for a BRICK?,a place to do your nails (rest hands on there),6.0
753,dod20_tire-e6be,SemDis_TASA_nf_m,dod2084,tire,1.0,1.01929,dod20,gt_main2,What is a surprising use for a TIRE?,use on your car,0
754,setal08_brick-e3e3,SemDis_TASA_nf_m,setal08155,brick,2.7,1.21813,setal08,gt_main2,What is a surprising use for a BRICK?,eye hole for door,9.0
755,setal08_knife-0b82,SemDis_TASA_nf_m,setal08102,knife,1.3,0.93342,setal08,gt_main2,What is a surprising use for a KNIFE?,slash someone's tire,9.0
756,snbmo09_knife-118e,SemDis_TASA_nf_m,snbmo09166,knife,3.8,0.98514,snbmo09,gt_main2,What is a surprising use for a KNIFE?,cover them with different paints and throw them at your wall to paint on,1
757,hmsl_paperclip-27d6,SemDis_TASA_nf_m,hmslopxAEih3,paperclip,2.3,0.99011,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,make toys/doll/animal shapes for fun,5.0
758,dod20_brick-6d82,SemDis_TASA_nf_m,dod2013,brick,2.5,0.97147,dod20,gt_main2,What is a surprising use for a BRICK?,stack them high to reach something,1
759,hmsl_paperclip-4a70,SemDis_TASA_nf_m,hmslLr6WcnQu,paperclip,2.0,1.03565,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,create a bracelet,7.0
760,motesf_toothbrush-3420,SemDis_TASA_nf_m,motesf371b,toothbrush,2.7,0.96372,motesf,gt_main2,What is a surprising use for a TOOTHBRUSH?,use it to brush your dolls hair,2
761,setal08_brick-f522,SemDis_TASA_nf_m,setal0830,brick,2.3,1.04018,setal08,gt_main2,What is a surprising use for a BRICK?,dusting property,7.0
762,dod20_tire-20e9,SemDis_TASA_nf_m,dod2023,tire,2.3,1.03661,dod20,gt_main2,What is a surprising use for a TIRE?,to play with kids,5
763,hmsl_paperclip-08f2,SemDis_TASA_nf_m,hmslib5Yvt55,paperclip,3.0,0.98803,hmsl,gt_main2,What is a surprising use for a PAPERCLIP?,slingshot ammo,4.0
764,motesf_lightbulb-1f2c,SemDis_TASA_nf_m,motesf45c4,lightbulb,2.1,0.96526,motesf,gt_main2,What is a surprising use for a LIGHT BULB?,to throw it,1
765,snbmo09_brick-0b84,SemDis_TASA_nf_m,snbmo0912,brick,1.3,1.02101,snbmo09,gt_main2,What is a surprising use for a BRICK?,make a fence around the garden or yard,7
766,snbmo09_brick-d908,SemDis_TASA_nf_m,snbmo0945,brick,2.0,0.97776,snbmo09,gt_main2,What is a surprising use for a BRICK?,"heating, like the stones placed under the bed in years past",7
767,dod20_brick-f87c,SemDis_TASA_nf_m,dod203,brick,3.3,0.96545,dod20,gt_main2,What is a surprising use for a BRICK?,fish tank decoration,3
768,bs12_brick-d71b,SemDis_TASA_nf_m,bs1224,brick,1.0,1.028,bs12,gt_main2,What is a surprising use for a BRICK?,make a castle,
769,hmsl_brick-7015,SemDis_TASA_nf_m,hmslw07hiE91,brick,3.5,1.12942,hmsl,gt_main2,What is a surprising use for a BRICK?,to keep erosion under control,11.0
770,betal18_rope-beae,SemDis_TASA_nf_m,betal182053,rope,1.3,1.07958,betal18,gt_main2,What is a surprising use for a ROPE?,door,
771,hmsl_brick-0c9b,SemDis_TASA_nf_m,hmslFVKi04e2,brick,1.0,1.10239,hmsl,gt_main2,What is a surprising use for a BRICK?,Make a driveway,2.0
772,snb17_rope-753c,SemDis_TASA_nf_m,snb1718,rope,1.3,1.02792,snb17,gt_main2,What is a surprising use for a ROPE?,to tie hair up,
773,hmsl_brick-0156,SemDis_TASA_nf_m,hmsl9DATQk19,brick,2.0,0.94752,hmsl,gt_main2,What is a surprising use for a BRICK?,use to make a bookshelf,4.0
774,dod20_bottle-bec5,SemDis_TASA_nf_m,dod2014,bottle,3.8,1.02142,dod20,gt_main2,What is a surprising use for a BOTTLE?,projectile,3
775,snb17_box-fdc2,SemDis_TASA_nf_m,snb1715,box,2.0,0.98866,snb17,gt_main2,What is a surprising use for a BOX?,kitten carrying case,
776,setal08_knife-6135,SemDis_TASA_nf_m,setal0885,knife,1.3,0.95102,setal08,gt_main2,What is a surprising use for a KNIFE?,pry open things,5.0
777,betal18_rope-35db,SemDis_TASA_nf_m,betal182100,rope,1.0,1.03743,betal18,gt_main2,What is a surprising use for a ROPE?,decorations for a house,
778,motesf_toothbrush-ace4,SemDis_TASA_nf_m,motesfd82c,toothbrush,2.7,0.98488,motesf,gt_main2,What is a surprising use for a TOOTHBRUSH?,Use it to brush your hair with it.,4
779,snbmo09_knife-660d,SemDis_TASA_nf_m,snbmo0921,knife,1.8,0.88302,snbmo09,gt_main2,What is a surprising use for a KNIFE?,art/decoration,1
780,bs12_brick-70bc,SemDis_TASA_nf_m,bs1212,brick,3.0,1.01343,bs12,gt_main2,What is a surprising use for a BRICK?,exfoliant (scrub dead skin cells),
781,betal18_rope-846a,SemDis_TASA_nf_m,betal182099,rope,1.0,0.9779,betal18,gt_main2,What is a surprising use for a ROPE?,lasso something,
