,id,model,participant,prompt,target,predicted,src
850,setal08_brick-c301,gpt-emb-text-similarity-babbage-001,setal08147,brick,1.7000000000000002,0.3105822692258464,setal08
851,hmsl_brick-aed8,gpt-emb-text-similarity-babbage-001,hmsl47h4XUb6,brick,1.1,0.1864874113602737,hmsl
852,snbmo09_brick-47fc,gpt-emb-text-similarity-babbage-001,snbmo0967,brick,1.8,0.33903794884960325,snbmo09
853,setal08_brick-262c,gpt-emb-text-similarity-babbage-001,setal08144,brick,2.3,0.3164173857255247,setal08
854,snbmo09_brick-0000,gpt-emb-text-similarity-babbage-001,snbmo09145,brick,1.6,0.2313549752516313,snbmo09
855,setal08_brick-7159,gpt-emb-text-similarity-babbage-001,setal08191,brick,1.7000000000000002,0.3174852581850989,setal08
856,bs12_brick-95ab,gpt-emb-text-similarity-babbage-001,bs1232,brick,1.0,0.26517064529282797,bs12
857,snbmo09_brick-74c9,gpt-emb-text-similarity-babbage-001,snbmo09102,brick,1.5,0.2977189754967132,snbmo09
858,dod20_brick-255e,gpt-emb-text-similarity-babbage-001,dod2062,brick,2.7,0.30086111156993434,dod20
859,snbmo09_brick-da40,gpt-emb-text-similarity-babbage-001,snbmo09166,brick,3.5,0.2919063264371169,snbmo09
860,snbmo09_brick-6021,gpt-emb-text-similarity-babbage-001,snbmo0943,brick,1.3,0.3443348596325144,snbmo09
861,setal08_brick-9e71,gpt-emb-text-similarity-babbage-001,setal08161,brick,1.7000000000000002,0.30667302815170305,setal08
862,dod20_brick-f87c,gpt-emb-text-similarity-babbage-001,dod203,brick,3.3,0.3131945364333114,dod20
863,hmsl_brick-313e,gpt-emb-text-similarity-babbage-001,hmslYn49gHlm,brick,2.5,0.3105644221884053,hmsl
864,setal08_brick-bc6c,gpt-emb-text-similarity-babbage-001,setal08149,brick,1.7000000000000002,0.2233060170177522,setal08
865,setal08_brick-7d76,gpt-emb-text-similarity-babbage-001,setal08111,brick,2.0,0.3209975883811811,setal08
866,setal08_brick-5c65,gpt-emb-text-similarity-babbage-001,setal08126,brick,2.2,0.17619771535582351,setal08
867,bs12_brick-bf58,gpt-emb-text-similarity-babbage-001,bs1212,brick,1.4,0.28987413353114144,bs12
868,hmsl_brick-e7cb,gpt-emb-text-similarity-babbage-001,hmsl9cGn0FdJ,brick,1.8,0.3255190674247852,hmsl
869,bs12_brick-a524,gpt-emb-text-similarity-babbage-001,bs1223,brick,3.8,0.3479076810644668,bs12
870,bs12_brick-01b4,gpt-emb-text-similarity-babbage-001,bs1285,brick,1.4,0.263112399085245,bs12
871,setal08_brick-3bae,gpt-emb-text-similarity-babbage-001,setal08184,brick,1.7000000000000002,0.30390547612514873,setal08
872,bs12_brick-d5d1,gpt-emb-text-similarity-babbage-001,bs1215,brick,1.4,0.34253283884258934,bs12
873,bs12_brick-4b5e,gpt-emb-text-similarity-babbage-001,bs12124,brick,1.0,0.35012575647645283,bs12
874,bs12_brick-9bd9,gpt-emb-text-similarity-babbage-001,bs12109,brick,1.8,0.3086645697998963,bs12
875,bs12_brick-a257,gpt-emb-text-similarity-babbage-001,bs1293,brick,1.4,0.3408268284806706,bs12
876,hmsl_brick-fed5,gpt-emb-text-similarity-babbage-001,hmslM5603YCQ,brick,1.2,0.24592815819346547,hmsl
877,bs12_brick-00cc,gpt-emb-text-similarity-babbage-001,bs1241,brick,1.4,0.34307822930728527,bs12
878,bs12_brick-cf2d,gpt-emb-text-similarity-babbage-001,bs12108,brick,1.4,0.33141396127133693,bs12
879,hmsl_brick-101a,gpt-emb-text-similarity-babbage-001,hmsl9qInF3rw,brick,1.5,0.3204110206698356,hmsl
880,snbmo09_brick-3761,gpt-emb-text-similarity-babbage-001,snbmo09130,brick,2.5,0.30623547204737567,snbmo09
881,hmsl_brick-e64f,gpt-emb-text-similarity-babbage-001,hmslD13S9Cg0,brick,2.0,0.27477635846013526,hmsl
882,dod20_brick-92c2,gpt-emb-text-similarity-babbage-001,dod2048,brick,2.2,0.3033399637355726,dod20
883,bs12_brick-a198,gpt-emb-text-similarity-babbage-001,bs1215,brick,1.4,0.33088615095522,bs12
884,hmsl_brick-889a,gpt-emb-text-similarity-babbage-001,hmslbfOfv2B9,brick,1.8,0.22618368092089958,hmsl
885,hmsl_brick-90a9,gpt-emb-text-similarity-babbage-001,hmslIcVu0w8g,brick,2.0,0.312952114718532,hmsl
886,hmsl_brick-6a6b,gpt-emb-text-similarity-babbage-001,hmsl5SRJR5D5,brick,3.5,0.27672079350408463,hmsl
887,bs12_brick-1881,gpt-emb-text-similarity-babbage-001,bs12124,brick,1.4,0.3339167818805452,bs12
888,bs12_brick-f137,gpt-emb-text-similarity-babbage-001,bs1228,brick,3.0,0.35293931564333925,bs12
889,dod20_brick-a151,gpt-emb-text-similarity-babbage-001,dod2013,brick,2.2,0.3470807348064432,dod20
890,snbmo09_brick-8f5e,gpt-emb-text-similarity-babbage-001,snbmo0971,brick,1.5,0.2920162016242577,snbmo09
891,snbmo09_brick-670c,gpt-emb-text-similarity-babbage-001,snbmo09105,brick,2.7,0.31494412699964136,snbmo09
892,dod20_brick-d8e6,gpt-emb-text-similarity-babbage-001,dod2071,brick,3.3,0.3187091795641104,dod20
893,bs12_brick-6922,gpt-emb-text-similarity-babbage-001,bs12109,brick,1.4,0.2732436078760938,bs12
894,setal08_brick-f3fc,gpt-emb-text-similarity-babbage-001,setal08189,brick,1.0,0.2825307358244722,setal08
895,snbmo09_brick-9416,gpt-emb-text-similarity-babbage-001,snbmo0959,brick,2.0,0.21129442573601853,snbmo09
896,setal08_brick-fbd5,gpt-emb-text-similarity-babbage-001,setal08155,brick,2.3,0.2982517277038528,setal08
897,bs12_brick-571b,gpt-emb-text-similarity-babbage-001,bs1210,brick,2.2,0.214321649933374,bs12
898,dod20_brick-9f85,gpt-emb-text-similarity-babbage-001,dod2080,brick,2.3,0.3321971783265931,dod20
899,bs12_brick-d75d,gpt-emb-text-similarity-babbage-001,bs12130,brick,1.0,0.22664341792411835,bs12
900,setal08_brick-5d71,gpt-emb-text-similarity-babbage-001,setal0864,brick,1.7000000000000002,0.2966819778642874,setal08
901,hmsl_brick-5e3b,gpt-emb-text-similarity-babbage-001,hmslo7l657o7,brick,1.1,0.23794306822826194,hmsl
902,setal08_brick-4978,gpt-emb-text-similarity-babbage-001,setal08142,brick,2.7,0.3010486391441948,setal08
903,hmsl_brick-9fe9,gpt-emb-text-similarity-babbage-001,hmsl6hETnw58,brick,1.2,0.2916286076938174,hmsl
904,hmsl_brick-56ef,gpt-emb-text-similarity-babbage-001,hmsl683d1PBR,brick,2.5,0.3342635523859133,hmsl
905,snbmo09_brick-83a8,gpt-emb-text-similarity-babbage-001,snbmo09188,brick,2.5,0.3267021097387307,snbmo09
906,bs12_brick-13c1,gpt-emb-text-similarity-babbage-001,bs1211,brick,5.0,0.29274905182866806,bs12
907,bs12_brick-e9fa,gpt-emb-text-similarity-babbage-001,bs12106,brick,1.4,0.3365790202874399,bs12
908,hmsl_brick-b62f,gpt-emb-text-similarity-babbage-001,hmslovnlqK2x,brick,4.0,0.3036755263301456,hmsl
909,setal08_brick-0049,gpt-emb-text-similarity-babbage-001,setal08195,brick,2.0,0.29570168078442993,setal08
910,snbmo09_brick-3a77,gpt-emb-text-similarity-babbage-001,snbmo09181,brick,1.2,0.24560751176453433,snbmo09
911,bs12_brick-13c9,gpt-emb-text-similarity-babbage-001,bs12108,brick,3.4,0.4036995927304333,bs12
912,snbmo09_brick-43d3,gpt-emb-text-similarity-babbage-001,snbmo0922,brick,2.5,0.30323757435634957,snbmo09
913,setal08_brick-97b1,gpt-emb-text-similarity-babbage-001,setal08216,brick,2.3,0.36481760798087604,setal08
914,setal08_brick-9083,gpt-emb-text-similarity-babbage-001,setal08111,brick,2.7,0.3270328187225151,setal08
915,bs12_brick-5034,gpt-emb-text-similarity-babbage-001,bs1224,brick,1.4,0.29757843582109533,bs12
916,hmsl_brick-d408,gpt-emb-text-similarity-babbage-001,hmsll6N0vKle,brick,1.8,0.3025359232110756,hmsl
917,setal08_brick-9e93,gpt-emb-text-similarity-babbage-001,setal08111,brick,3.0,0.340201262457798,setal08
918,snbmo09_brick-385f,gpt-emb-text-similarity-babbage-001,snbmo0918,brick,1.7000000000000002,0.2941832972773375,snbmo09
919,dod20_brick-6337,gpt-emb-text-similarity-babbage-001,dod201,brick,2.2,0.25215531065103314,dod20
920,bs12_brick-c950,gpt-emb-text-similarity-babbage-001,bs12113,brick,1.8,0.3431345613328003,bs12
921,setal08_brick-727e,gpt-emb-text-similarity-babbage-001,setal08216,brick,2.0,0.2409052939668177,setal08
922,hmsl_brick-285a,gpt-emb-text-similarity-babbage-001,hmsl4VzH60D1,brick,1.5,0.3063273027797283,hmsl
923,setal08_brick-82e2,gpt-emb-text-similarity-babbage-001,setal08148,brick,1.3,0.3262775501361245,setal08
924,bs12_brick-75c4,gpt-emb-text-similarity-babbage-001,bs1268,brick,2.2,0.29684591640773417,bs12
925,hmsl_brick-c403,gpt-emb-text-similarity-babbage-001,hmslhF5xX42i,brick,2.0,0.33961673042650864,hmsl
926,setal08_brick-79da,gpt-emb-text-similarity-babbage-001,setal0876,brick,1.7000000000000002,0.30273035320214203,setal08
927,bs12_brick-b473,gpt-emb-text-similarity-babbage-001,bs1224,brick,1.4,0.22751259765182563,bs12
928,bs12_brick-4e50,gpt-emb-text-similarity-babbage-001,bs1215,brick,1.0,0.2550148110565811,bs12
929,bs12_brick-1937,gpt-emb-text-similarity-babbage-001,bs1286,brick,1.4,0.320846186713319,bs12
930,hmsl_brick-edc6,gpt-emb-text-similarity-babbage-001,hmslQw3OEGyE,brick,1.0,0.3134308155536669,hmsl
931,bs12_brick-deb5,gpt-emb-text-similarity-babbage-001,bs1284,brick,2.2,0.32748546885181606,bs12
932,hmsl_brick-d3d4,gpt-emb-text-similarity-babbage-001,hmslb180td4X,brick,1.5,0.28855643037380596,hmsl
933,hmsl_brick-1ebe,gpt-emb-text-similarity-babbage-001,hmslF74d5I2Y,brick,2.2,0.16787439163817885,hmsl
934,bs12_brick-e6af,gpt-emb-text-similarity-babbage-001,bs1277,brick,1.4,0.3410040849573428,bs12
935,snbmo09_brick-3246,gpt-emb-text-similarity-babbage-001,snbmo093,brick,1.5,0.25690370973605725,snbmo09
936,bs12_brick-39dd,gpt-emb-text-similarity-babbage-001,bs1261,brick,3.8,0.3423087299203722,bs12
937,hmsl_brick-2692,gpt-emb-text-similarity-babbage-001,hmslmqMj47H6,brick,4.2,0.3393344666100653,hmsl
938,bs12_brick-0fff,gpt-emb-text-similarity-babbage-001,bs1218,brick,1.0,0.3285658332474155,bs12
939,bs12_brick-5476,gpt-emb-text-similarity-babbage-001,bs1242,brick,1.4,0.33714164988734086,bs12
940,snbmo09_brick-dade,gpt-emb-text-similarity-babbage-001,snbmo09171,brick,1.3,0.32746533655826005,snbmo09
941,setal08_brick-4f5c,gpt-emb-text-similarity-babbage-001,setal08198,brick,1.6,0.271984395057163,setal08
942,bs12_brick-2ad1,gpt-emb-text-similarity-babbage-001,bs1297,brick,2.2,0.2991389077607943,bs12
943,bs12_brick-b74c,gpt-emb-text-similarity-babbage-001,bs1253,brick,1.8,0.31983800626583914,bs12
944,snbmo09_brick-0307,gpt-emb-text-similarity-babbage-001,snbmo091,brick,2.5,0.26410807535311853,snbmo09
945,hmsl_brick-e8d8,gpt-emb-text-similarity-babbage-001,hmslVE8400EB,brick,3.0,0.3494595846987466,hmsl
946,bs12_brick-b05d,gpt-emb-text-similarity-babbage-001,bs1220,brick,1.8,0.357696915088453,bs12
947,setal08_brick-6d97,gpt-emb-text-similarity-babbage-001,setal08229,brick,1.7000000000000002,0.30264476555064856,setal08
948,setal08_brick-3270,gpt-emb-text-similarity-babbage-001,setal08168,brick,2.3,0.33050441572176104,setal08
949,hmsl_brick-afcd,gpt-emb-text-similarity-babbage-001,hmsl4WeqZ7T8,brick,1.4,0.2524791823702214,hmsl
950,bs12_brick-9c86,gpt-emb-text-similarity-babbage-001,bs1270,brick,1.0,0.22455888116454104,bs12
951,bs12_brick-1fe9,gpt-emb-text-similarity-babbage-001,bs12102,brick,1.8,0.33002191483619725,bs12
952,setal08_brick-d7ae,gpt-emb-text-similarity-babbage-001,setal08147,brick,2.3,0.3230647399464549,setal08
953,bs12_brick-c57b,gpt-emb-text-similarity-babbage-001,bs1251,brick,1.0,0.31078629974490046,bs12
954,hmsl_brick-990f,gpt-emb-text-similarity-babbage-001,hmsl1y5hCDj2,brick,3.0,0.3490870912603704,hmsl
955,setal08_brick-26f1,gpt-emb-text-similarity-babbage-001,setal08146,brick,3.3,0.3088063441640648,setal08
956,hmsl_brick-abff,gpt-emb-text-similarity-babbage-001,hmslo7l657o7,brick,1.1,0.2314592177658802,hmsl
957,setal08_brick-40ae,gpt-emb-text-similarity-babbage-001,setal0877,brick,2.0,0.3102218407745193,setal08
958,bs12_brick-890f,gpt-emb-text-similarity-babbage-001,bs1210,brick,2.2,0.19369700690817526,bs12
959,snbmo09_brick-bd5f,gpt-emb-text-similarity-babbage-001,snbmo09199,brick,2.2,0.2824388868623936,snbmo09
960,hmsl_brick-aa26,gpt-emb-text-similarity-babbage-001,hmslzvXd0H7K,brick,1.5,0.3103862549916061,hmsl
961,snbmo09_brick-a109,gpt-emb-text-similarity-babbage-001,snbmo0987,brick,2.0,0.2436470479955971,snbmo09
962,snbmo09_brick-74b2,gpt-emb-text-similarity-babbage-001,snbmo09111,brick,2.0,0.35021714060476394,snbmo09
963,bs12_brick-fb7f,gpt-emb-text-similarity-babbage-001,bs1256,brick,1.4,0.34620421292955006,bs12
964,snbmo09_brick-034d,gpt-emb-text-similarity-babbage-001,snbmo09174,brick,1.5,0.3612708241227437,snbmo09
965,hmsl_brick-3845,gpt-emb-text-similarity-babbage-001,hmsle1t22a36,brick,3.2,0.33309515143792046,hmsl
966,bs12_brick-e90c,gpt-emb-text-similarity-babbage-001,bs1216,brick,1.0,0.34084685970200523,bs12
967,bs12_brick-8064,gpt-emb-text-similarity-babbage-001,bs1242,brick,4.2,0.30536128826854236,bs12
968,hmsl_brick-0c9b,gpt-emb-text-similarity-babbage-001,hmslFVKi04e2,brick,1.0,0.2942602476732511,hmsl
969,snbmo09_brick-c643,gpt-emb-text-similarity-babbage-001,snbmo0994,brick,1.3,0.2902675504956007,snbmo09
970,hmsl_brick-0995,gpt-emb-text-similarity-babbage-001,hmsl68P7GeOl,brick,1.8,0.27857452504184865,hmsl
971,hmsl_brick-3c56,gpt-emb-text-similarity-babbage-001,hmsl07G60fD3,brick,2.5,0.24490441521095463,hmsl
972,setal08_brick-0064,gpt-emb-text-similarity-babbage-001,setal0862,brick,1.3,0.3315581469102764,setal08
973,hmsl_brick-ca36,gpt-emb-text-similarity-babbage-001,hmslYLoXKL0w,brick,1.2,0.31049713812389745,hmsl
974,dod20_brick-0d5a,gpt-emb-text-similarity-babbage-001,dod2089,brick,3.0,0.2317019396200617,dod20
975,setal08_brick-196b,gpt-emb-text-similarity-babbage-001,setal08155,brick,1.7000000000000002,0.25892551703159816,setal08
976,snbmo09_brick-7e97,gpt-emb-text-similarity-babbage-001,snbmo09143,brick,1.0,0.3292006324664647,snbmo09
977,bs12_brick-fcb7,gpt-emb-text-similarity-babbage-001,bs1217,brick,1.0,0.19725884527595217,bs12
978,setal08_brick-edcf,gpt-emb-text-similarity-babbage-001,setal086,brick,3.7,0.2555983823045954,setal08
979,hmsl_brick-7729,gpt-emb-text-similarity-babbage-001,hmslb180td4X,brick,1.7000000000000002,0.3515553785200787,hmsl
980,setal08_brick-6324,gpt-emb-text-similarity-babbage-001,setal0869,brick,2.3,0.33249324550068926,setal08
981,bs12_brick-5c9f,gpt-emb-text-similarity-babbage-001,bs1217,brick,1.0,0.2420244015005505,bs12
982,hmsl_brick-cb64,gpt-emb-text-similarity-babbage-001,hmsl99LrpkPZ,brick,2.5,0.28333027277441525,hmsl
983,bs12_brick-84b8,gpt-emb-text-similarity-babbage-001,bs1250,brick,1.4,0.28996494061174694,bs12
984,snbmo09_brick-e813,gpt-emb-text-similarity-babbage-001,snbmo0916,brick,2.0,0.23919297171530263,snbmo09
985,dod20_brick-02d0,gpt-emb-text-similarity-babbage-001,dod2082,brick,1.0,0.21954761986688098,dod20
986,bs12_brick-5de6,gpt-emb-text-similarity-babbage-001,bs1264,brick,1.8,0.31432353997652984,bs12
987,hmsl_brick-3d75,gpt-emb-text-similarity-babbage-001,hmslPh94atfW,brick,1.0,0.19335116910865047,hmsl
988,setal08_brick-2169,gpt-emb-text-similarity-babbage-001,setal0820,brick,2.0,0.26228705859491996,setal08
989,bs12_brick-6a13,gpt-emb-text-similarity-babbage-001,bs1236,brick,1.0,0.2944202173088747,bs12
990,setal08_brick-910c,gpt-emb-text-similarity-babbage-001,setal08132,brick,1.7000000000000002,0.29272600489029377,setal08
991,setal08_brick-17a6,gpt-emb-text-similarity-babbage-001,setal0829,brick,2.0,0.24885058834314977,setal08
992,bs12_brick-3020,gpt-emb-text-similarity-babbage-001,bs1258,brick,1.4,0.19376646637820627,bs12
993,setal08_brick-d0e2,gpt-emb-text-similarity-babbage-001,setal08193,brick,1.0,0.21071629858841656,setal08
994,hmsl_brick-76e3,gpt-emb-text-similarity-babbage-001,hmsl5yhjjPmZ,brick,2.0,0.2438923102525714,hmsl
995,setal08_brick-d9c7,gpt-emb-text-similarity-babbage-001,setal0833,brick,1.4,0.2948980548437403,setal08
996,snbmo09_brick-3747,gpt-emb-text-similarity-babbage-001,snbmo09103,brick,2.8,0.3230188041263702,snbmo09
997,bs12_brick-a089,gpt-emb-text-similarity-babbage-001,bs124,brick,2.2,0.3192638947024111,bs12
998,bs12_brick-ef50,gpt-emb-text-similarity-babbage-001,bs1224,brick,1.6,0.19889322107051055,bs12
999,dod20_brick-4f1c,gpt-emb-text-similarity-babbage-001,dod2062,brick,2.2,0.2506046174515385,dod20
1000,hmsl_brick-bb2b,gpt-emb-text-similarity-babbage-001,hmsltWLQC3bA,brick,1.5,0.3311311507362522,hmsl
1001,setal08_brick-fca6,gpt-emb-text-similarity-babbage-001,setal0889,brick,3.3,0.3338711075344156,setal08
1002,hmsl_brick-c28d,gpt-emb-text-similarity-babbage-001,hmsl01VqTes5,brick,1.7000000000000002,0.29843652098572215,hmsl
1003,bs12_brick-107b,gpt-emb-text-similarity-babbage-001,bs1239,brick,1.4,0.19160226732395957,bs12
1004,hmsl_brick-0fdf,gpt-emb-text-similarity-babbage-001,hmsl16scmgQe,brick,1.6,0.2892839175343427,hmsl
1005,hmsl_brick-4c24,gpt-emb-text-similarity-babbage-001,hmslz22yJ31W,brick,1.4,0.2834759260732529,hmsl
1006,bs12_brick-757f,gpt-emb-text-similarity-babbage-001,bs1250,brick,3.0,0.3376391880644194,bs12
1007,setal08_brick-f522,gpt-emb-text-similarity-babbage-001,setal0830,brick,2.3,0.3128163793395934,setal08
1008,hmsl_brick-52b3,gpt-emb-text-similarity-babbage-001,hmslsSyeENYV,brick,1.3,0.20547860837021248,hmsl
1009,bs12_brick-9532,gpt-emb-text-similarity-babbage-001,bs12108,brick,1.4,0.31652709128336576,bs12
1010,setal08_brick-4847,gpt-emb-text-similarity-babbage-001,setal08127,brick,1.0,0.2830702751834152,setal08
1011,hmsl_brick-8610,gpt-emb-text-similarity-babbage-001,hmslQb709hFR,brick,2.3,0.33557720968217264,hmsl
1012,bs12_brick-9273,gpt-emb-text-similarity-babbage-001,bs1262,brick,4.2,0.3053263539872464,bs12
1013,hmsl_brick-60c4,gpt-emb-text-similarity-babbage-001,hmslz793il3x,brick,1.8,0.34003105479547713,hmsl
1014,snbmo09_brick-050b,gpt-emb-text-similarity-babbage-001,snbmo0941,brick,2.5,0.27088391438650083,snbmo09
1015,setal08_brick-6d9b,gpt-emb-text-similarity-babbage-001,setal08157,brick,2.0,0.30932976362373077,setal08
1016,hmsl_brick-22c9,gpt-emb-text-similarity-babbage-001,hmsltm3N4Hhj,brick,2.3,0.3255283469471062,hmsl
1017,bs12_brick-8639,gpt-emb-text-similarity-babbage-001,bs1242,brick,1.4,0.334910876464633,bs12
1018,hmsl_brick-4c51,gpt-emb-text-similarity-babbage-001,hmslS91lo83T,brick,1.5,0.3419129218560404,hmsl
1019,snbmo09_brick-d086,gpt-emb-text-similarity-babbage-001,snbmo0986,brick,1.7000000000000002,0.32104742216244897,snbmo09
1020,bs12_brick-5012,gpt-emb-text-similarity-babbage-001,bs1218,brick,1.8,0.3144225964933155,bs12
1021,setal08_brick-ef09,gpt-emb-text-similarity-babbage-001,setal0866,brick,1.7000000000000002,0.33797510748880744,setal08
1022,setal08_brick-250a,gpt-emb-text-similarity-babbage-001,setal08210,brick,1.3,0.3190715002543818,setal08
1023,setal08_brick-4cce,gpt-emb-text-similarity-babbage-001,setal08213,brick,2.7,0.3461332022961663,setal08
1024,snbmo09_brick-6391,gpt-emb-text-similarity-babbage-001,snbmo09170,brick,1.2,0.3489588891083014,snbmo09
1025,setal08_brick-ee3e,gpt-emb-text-similarity-babbage-001,setal089,brick,1.0,0.32465468834231437,setal08
1026,setal08_brick-6957,gpt-emb-text-similarity-babbage-001,setal08113,brick,1.7000000000000002,0.35741623460343186,setal08
1027,hmsl_brick-483e,gpt-emb-text-similarity-babbage-001,hmslPY70kA2n,brick,1.7000000000000002,0.27143454099189723,hmsl
1028,setal08_brick-4ad2,gpt-emb-text-similarity-babbage-001,setal08164,brick,2.7,0.3321384984066471,setal08
1029,dod20_brick-3a32,gpt-emb-text-similarity-babbage-001,dod2037,brick,2.0,0.1977089414812946,dod20
1030,snbmo09_brick-858b,gpt-emb-text-similarity-babbage-001,snbmo09172,brick,1.2,0.2871231187398894,snbmo09
1031,hmsl_brick-29c6,gpt-emb-text-similarity-babbage-001,hmsl2RpEH99c,brick,3.5,0.36148751765289544,hmsl
1032,setal08_brick-f580,gpt-emb-text-similarity-babbage-001,setal0846,brick,1.0,0.29667927971260155,setal08
1033,hmsl_brick-b0c7,gpt-emb-text-similarity-babbage-001,hmsl8tmPV3b2,brick,1.3,0.2890891994435303,hmsl
1034,bs12_brick-c5b1,gpt-emb-text-similarity-babbage-001,bs1232,brick,2.2,0.3752946953215782,bs12
1035,hmsl_brick-6058,gpt-emb-text-similarity-babbage-001,hmsljQzd3rhk,brick,2.3,0.27573581297057814,hmsl
1036,snbmo09_brick-8f44,gpt-emb-text-similarity-babbage-001,snbmo09190,brick,1.0,0.2842524413064168,snbmo09
1037,hmsl_brick-2270,gpt-emb-text-similarity-babbage-001,hmsloP2kzb61,brick,1.5,0.1913869139920974,hmsl
1038,hmsl_brick-ee98,gpt-emb-text-similarity-babbage-001,hmsl3rG4FDn6,brick,1.3,0.22267343181271693,hmsl
1039,bs12_brick-3ce3,gpt-emb-text-similarity-babbage-001,bs1226,brick,2.6,0.22831694279982828,bs12
1040,hmsl_brick-a50b,gpt-emb-text-similarity-babbage-001,hmsl9cGn0FdJ,brick,1.8,0.2849874559723633,hmsl
1041,hmsl_brick-f46e,gpt-emb-text-similarity-babbage-001,hmsl4ys9hBH1,brick,1.5,0.3612376880497623,hmsl
1042,setal08_brick-4c60,gpt-emb-text-similarity-babbage-001,setal08157,brick,2.0,0.2919192138862734,setal08
1043,hmsl_brick-fe5e,gpt-emb-text-similarity-babbage-001,hmslaP33crx5,brick,1.7000000000000002,0.2780730125939378,hmsl
1044,setal08_brick-55b0,gpt-emb-text-similarity-babbage-001,setal08103,brick,2.7,0.29525702016186783,setal08
1045,setal08_brick-74df,gpt-emb-text-similarity-babbage-001,setal0828,brick,2.0,0.2737329925461346,setal08
1046,snbmo09_brick-2293,gpt-emb-text-similarity-babbage-001,snbmo09161,brick,1.7000000000000002,0.22013883125677525,snbmo09
1047,snbmo09_brick-97aa,gpt-emb-text-similarity-babbage-001,snbmo09119,brick,1.7000000000000002,0.22408883443629823,snbmo09
1048,setal08_brick-4b13,gpt-emb-text-similarity-babbage-001,setal08130,brick,2.3,0.25081686785386925,setal08
1049,setal08_brick-af02,gpt-emb-text-similarity-babbage-001,setal0897,brick,1.7000000000000002,0.34310798265310005,setal08
1050,setal08_brick-3f90,gpt-emb-text-similarity-babbage-001,setal084,brick,1.3,0.311274235847144,setal08
1051,setal08_brick-d398,gpt-emb-text-similarity-babbage-001,setal08129,brick,2.0,0.2701330494786681,setal08
1052,setal08_brick-2309,gpt-emb-text-similarity-babbage-001,setal08221,brick,1.7000000000000002,0.31455800703681747,setal08
1053,bs12_brick-473f,gpt-emb-text-similarity-babbage-001,bs12110,brick,2.6,0.31377384832034594,bs12
1054,bs12_brick-49e4,gpt-emb-text-similarity-babbage-001,bs12108,brick,1.4,0.38903962511414814,bs12
1055,dod20_brick-b11b,gpt-emb-text-similarity-babbage-001,dod203,brick,1.6,0.2782944027860782,dod20
1056,setal08_brick-cf2c,gpt-emb-text-similarity-babbage-001,setal0861,brick,1.7000000000000002,0.3523244375307062,setal08
1057,snbmo09_brick-7fc7,gpt-emb-text-similarity-babbage-001,snbmo09176,brick,2.0,0.2797463700211946,snbmo09
1058,snbmo09_brick-eda9,gpt-emb-text-similarity-babbage-001,snbmo09128,brick,1.5,0.321769616715296,snbmo09
1059,snbmo09_brick-5c6b,gpt-emb-text-similarity-babbage-001,snbmo09191,brick,1.2,0.3040297156312769,snbmo09
1060,setal08_brick-f01b,gpt-emb-text-similarity-babbage-001,setal0828,brick,1.7000000000000002,0.323112014949564,setal08
1061,hmsl_brick-6ed8,gpt-emb-text-similarity-babbage-001,hmslunRY054i,brick,1.8,0.2730785113631533,hmsl
1062,bs12_brick-b532,gpt-emb-text-similarity-babbage-001,bs1226,brick,1.0,0.25951090300055346,bs12
1063,hmsl_brick-8465,gpt-emb-text-similarity-babbage-001,hmslF74d5I2Y,brick,1.3,0.2984064803814591,hmsl
1064,bs12_brick-ca5d,gpt-emb-text-similarity-babbage-001,bs1282,brick,2.2,0.2660541035614661,bs12
1065,snbmo09_brick-5ce1,gpt-emb-text-similarity-babbage-001,snbmo09192,brick,2.5,0.30720876281350296,snbmo09
1066,bs12_brick-6ad5,gpt-emb-text-similarity-babbage-001,bs1235,brick,1.8,0.2660874169867492,bs12
1067,hmsl_brick-43e6,gpt-emb-text-similarity-babbage-001,hmslFVKi04e2,brick,3.5,0.31259678671192037,hmsl
1068,bs12_brick-7106,gpt-emb-text-similarity-babbage-001,bs1245,brick,1.0,0.27723336518410735,bs12
1069,bs12_brick-5233,gpt-emb-text-similarity-babbage-001,bs1281,brick,1.4,0.32112742143705086,bs12
1070,bs12_brick-9a7a,gpt-emb-text-similarity-babbage-001,bs1255,brick,1.8,0.3252333413565939,bs12
1071,setal08_brick-13bf,gpt-emb-text-similarity-babbage-001,setal08164,brick,1.7000000000000002,0.3268763285538533,setal08
1072,setal08_brick-6fca,gpt-emb-text-similarity-babbage-001,setal0898,brick,1.3,0.32282021955161744,setal08
1073,hmsl_brick-7780,gpt-emb-text-similarity-babbage-001,hmslEi6PYuoa,brick,3.7,0.28347730416529837,hmsl
1074,setal08_brick-bded,gpt-emb-text-similarity-babbage-001,setal08105,brick,2.3,0.3400043596854484,setal08
1075,hmsl_brick-aee6,gpt-emb-text-similarity-babbage-001,hmsla22F7mGo,brick,2.5,0.3710332557454339,hmsl
1076,snbmo09_brick-9029,gpt-emb-text-similarity-babbage-001,snbmo09161,brick,2.2,0.24313189241566935,snbmo09
1077,hmsl_brick-c706,gpt-emb-text-similarity-babbage-001,hmslA04NGLXd,brick,1.5,0.40226270110775886,hmsl
1078,bs12_brick-bec7,gpt-emb-text-similarity-babbage-001,bs1299,brick,1.0,0.31835562461757494,bs12
1079,setal08_brick-8f3d,gpt-emb-text-similarity-babbage-001,setal08163,brick,1.7000000000000002,0.27471239154089755,setal08
